pot_id,pot_label,short_label,photo_order,photo_group,photo_position,blocked_order,photo_group_label,randomised_mapping,mapping_source,temperature_code,bench,temperature_regime,replicate,variety_code,variety_name,disease_code,disease_class,fertiliser_code,fertiliser_level,watering_rule,inoculation_stage,notes
POC-127,POC-127,POC-127,31,2,15,,Photo Group 2,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V2,RGT Planet,CTRL,Uninoculated control,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-128,POC-128,POC-128,32,2,16,,Photo Group 2,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V2,RGT Planet,CTRL,Uninoculated control,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-129,POC-129,POC-129,33,3,1,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V2,RGT Planet,NFNB,Net form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-130,POC-130,POC-130,34,3,2,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V2,RGT Planet,NFNB,Net form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-131,POC-131,POC-131,35,3,3,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V2,RGT Planet,SFNB,Spot form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-132,POC-132,POC-132,36,3,4,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V2,RGT Planet,SFNB,Spot form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-133,POC-133,POC-133,37,3,5,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V3,Rosalind,CTRL,Uninoculated control,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-134,POC-134,POC-134,38,3,6,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V3,Rosalind,CTRL,Uninoculated control,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-135,POC-135,POC-135,39,3,7,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V3,Rosalind,NFNB,Net form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-136,POC-136,POC-136,40,3,8,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V3,Rosalind,NFNB,Net form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-137,POC-137,POC-137,41,3,9,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V3,Rosalind,SFNB,Spot form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-138,POC-138,POC-138,42,3,10,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V3,Rosalind,SFNB,Spot form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-139,POC-139,POC-139,43,3,11,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V4,Granite CL,CTRL,Uninoculated control,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-140,POC-140,POC-140,44,3,12,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V4,Granite CL,CTRL,Uninoculated control,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-141,POC-141,POC-141,45,3,13,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V4,Granite CL,NFNB,Net form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-142,POC-142,POC-142,46,3,14,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V4,Granite CL,NFNB,Net form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-143,POC-143,POC-143,47,3,15,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V4,Granite CL,SFNB,Spot form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-144,POC-144,POC-144,48,3,16,,Photo Group 3,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,2,V4,Granite CL,SFNB,Spot form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-145,POC-145,POC-145,49,4,1,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V1,Maximus CL,CTRL,Uninoculated control,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-146,POC-146,POC-146,50,4,2,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V1,Maximus CL,CTRL,Uninoculated control,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-147,POC-147,POC-147,51,4,3,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V1,Maximus CL,NFNB,Net form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-148,POC-148,POC-148,52,4,4,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V1,Maximus CL,NFNB,Net form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-149,POC-149,POC-149,53,4,5,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V1,Maximus CL,SFNB,Spot form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-150,POC-150,POC-150,54,4,6,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V1,Maximus CL,SFNB,Spot form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-151,POC-151,POC-151,55,4,7,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V2,RGT Planet,CTRL,Uninoculated control,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-152,POC-152,POC-152,56,4,8,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V2,RGT Planet,CTRL,Uninoculated control,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-153,POC-153,POC-153,57,4,9,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V2,RGT Planet,NFNB,Net form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-154,POC-154,POC-154,58,4,10,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V2,RGT Planet,NFNB,Net form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-155,POC-155,POC-155,59,4,11,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V2,RGT Planet,SFNB,Spot form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-156,POC-156,POC-156,60,4,12,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V2,RGT Planet,SFNB,Spot form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-157,POC-157,POC-157,61,4,13,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V3,Rosalind,CTRL,Uninoculated control,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-158,POC-158,POC-158,62,4,14,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V3,Rosalind,CTRL,Uninoculated control,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-159,POC-159,POC-159,63,4,15,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V3,Rosalind,NFNB,Net form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-160,POC-160,POC-160,64,4,16,,Photo Group 4,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V3,Rosalind,NFNB,Net form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-161,POC-161,POC-161,65,5,1,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V3,Rosalind,SFNB,Spot form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-162,POC-162,POC-162,66,5,2,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V3,Rosalind,SFNB,Spot form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-163,POC-163,POC-163,67,5,3,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V4,Granite CL,CTRL,Uninoculated control,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-164,POC-164,POC-164,68,5,4,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V4,Granite CL,CTRL,Uninoculated control,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-165,POC-165,POC-165,69,5,5,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V4,Granite CL,NFNB,Net form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-166,POC-166,POC-166,70,5,6,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V4,Granite CL,NFNB,Net form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-167,POC-167,POC-167,71,5,7,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V4,Granite CL,SFNB,Spot form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-168,POC-168,POC-168,72,5,8,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,3,V4,Granite CL,SFNB,Spot form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-169,POC-169,POC-169,73,5,9,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V1,Maximus CL,CTRL,Uninoculated control,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-170,POC-170,POC-170,74,5,10,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V1,Maximus CL,CTRL,Uninoculated control,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-171,POC-171,POC-171,75,5,11,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V1,Maximus CL,NFNB,Net form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-172,POC-172,POC-172,76,5,12,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V1,Maximus CL,NFNB,Net form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-173,POC-173,POC-173,77,5,13,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V1,Maximus CL,SFNB,Spot form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-174,POC-174,POC-174,78,5,14,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V1,Maximus CL,SFNB,Spot form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-175,POC-175,POC-175,79,5,15,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V2,RGT Planet,CTRL,Uninoculated control,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-176,POC-176,POC-176,80,5,16,,Photo Group 5,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V2,RGT Planet,CTRL,Uninoculated control,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-177,POC-177,POC-177,81,6,1,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V2,RGT Planet,NFNB,Net form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-178,POC-178,POC-178,82,6,2,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V2,RGT Planet,NFNB,Net form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-179,POC-179,POC-179,83,6,3,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V2,RGT Planet,SFNB,Spot form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-180,POC-180,POC-180,84,6,4,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V2,RGT Planet,SFNB,Spot form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-181,POC-181,POC-181,85,6,5,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V3,Rosalind,CTRL,Uninoculated control,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-182,POC-182,POC-182,86,6,6,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V3,Rosalind,CTRL,Uninoculated control,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-183,POC-183,POC-183,87,6,7,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V3,Rosalind,NFNB,Net form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-184,POC-184,POC-184,88,6,8,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V3,Rosalind,NFNB,Net form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-185,POC-185,POC-185,89,6,9,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V3,Rosalind,SFNB,Spot form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-186,POC-186,POC-186,90,6,10,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V3,Rosalind,SFNB,Spot form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-187,POC-187,POC-187,91,6,11,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V4,Granite CL,CTRL,Uninoculated control,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-188,POC-188,POC-188,92,6,12,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V4,Granite CL,CTRL,Uninoculated control,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-189,POC-189,POC-189,93,6,13,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V4,Granite CL,NFNB,Net form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-190,POC-190,POC-190,94,6,14,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V4,Granite CL,NFNB,Net form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-191,POC-191,POC-191,95,6,15,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V4,Granite CL,SFNB,Spot form net blotch,LOW,Low Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
POC-192,POC-192,POC-192,96,6,16,,Photo Group 6,NO,Existing PWA map; randomised labels not supplied,SUMMER,P26 104 Bay 4 - Warm/Summer bench,Warm/Summer,4,V4,Granite CL,SFNB,Spot form net blotch,HIGH,High Osmocote,Approx. 1 L per pot per watering event unless protocol adjustment is recorded,2-3 leaf stage; confirm with plant pathology lead,
